"Flash","Week","pseudoday","passes","Site","pseudodate","precProp","minTemp","date","sunset","sunrise","sunsethour","site","sunset_temp","station","date_time","pressure","pressure0","year","month","day","hour","dateID","TimeofYear","minPress","maxPress","diffPress"
"off","7",42,29,"Anklam","2020.09.12",0,11.4,"2020.09.12","19:27:53","06:35:34",20,"Anklam",16.5,1757,2020091213,1014.8,1014,2020,9,12,13,2020091213,42,1014.8,1023.9,9.10000000000002
"off","7",43,42,"Anklam","2020.09.13",0,12.7,"2020.09.13","19:25:25","06:37:21",20,"Anklam",18.7,1757,2020091313,1022.8,1022,2020,9,13,13,2020091313,43,1022.7,1027.8,5.09999999999991
"off","7",44,84,"Anklam","2020.09.14",0,12.8,"2020.09.14","19:22:57","06:39:07",20,"Anklam",16.1,1757,2020091413,1026.7,1025.9,2020,9,14,13,2020091413,44,1020.8,1026.7,5.90000000000009
"off","7",45,53,"Anklam","2020.09.15",0,13.2,"2020.09.15","19:20:28","06:40:53",20,"Anklam",19,1757,2020091513,1020.1,1019.4,2020,9,15,13,2020091513,45,1016,1020.1,4.10000000000002
"off","7",46,52,"Anklam","2020.09.16",0,12.2,"2020.09.16","19:17:59","06:42:39",20,"Anklam",17.4,1757,2020091613,1016.2,1015.4,2020,9,16,13,2020091613,46,1016.2,1030.7,14.5
"off","7",47,57,"Anklam","2020.09.17",0,4.9,"2020.09.17","19:15:30","06:44:26",20,"Anklam",11.4,1757,2020091713,1030.8,1030,2020,9,17,13,2020091713,47,1030.1,1031.2,1.10000000000014
"on","8",48,46,"Anklam","2020.09.18",0,1,"2020.09.18","19:13:02","06:46:12",20,"Anklam",9.3,1757,2020091813,1029.9,1029.1,2020,9,18,13,2020091813,48,1025,1029.9,4.90000000000009
"on","8",49,32,"Anklam","2020.09.19",0,6.3,"2020.09.19","19:10:33","06:47:59",20,"Anklam",12.8,1757,2020091913,1024.6,1023.8,2020,9,19,13,2020091913,49,1021.7,1024.6,2.89999999999986
"on","8",50,66,"Anklam","2020.09.20",0.166666666666667,4.3,"2020.09.20","19:08:04","06:49:45",20,"Anklam",10.6,1757,2020092013,1021.1,1020.3,2020,9,20,13,2020092013,50,1018.6,1021.2,2.60000000000002
"on","8",51,48,"Anklam","2020.09.21",0,5.5,"2020.09.21","19:05:35","06:51:32",20,"Anklam",11.1,1757,2020092113,1018.1,1017.3,2020,9,21,13,2020092113,51,1010.5,1018.1,7.60000000000002
"on","8",52,128,"Anklam","2020.09.22",0,8.3,"2020.09.22","19:03:06","06:53:19",20,"Anklam",13.3,1757,2020092213,1010.1,1009.3,2020,9,22,13,2020092213,52,1004.2,1010.1,5.89999999999998
"on","8",53,79,"Anklam","2020.09.23",0,9.4,"2020.09.23","19:00:37","06:55:06",20,"Anklam",15.4,1757,2020092313,1004,1003.3,2020,9,23,13,2020092313,53,1000.5,1004,3.5
"on","8",54,90,"Anklam","2020.09.24",0,8.3,"2020.09.24","18:58:09","06:56:53",19,"Anklam",12.5,1757,2020092413,1003.3,1002.5,2020,9,24,13,2020092413,54,995.3,1004.8,9.5
"off","9",55,35,"Anklam","2020.09.25",0,6.1,"2020.09.25","18:55:40","06:58:41",19,"Anklam",13.5,1757,2020092513,995.2,994.4,2020,9,25,13,2020092513,55,994.8,997.2,2.40000000000009
"off","9",56,28,"Anklam","2020.09.26",0.0833333333333333,10.4,"2020.09.26","18:53:12","07:00:28",19,"Anklam",17.5,1757,2020092613,994.7,993.9,2020,9,26,13,2020092613,56,991.2,1002.7,11.5
"off","9",57,21,"Anklam","2020.09.27",0.833333333333333,9.7,"2020.09.27","18:50:44","07:02:16",19,"Anklam",9.8,1757,2020092713,1002.9,1002.1,2020,9,27,13,2020092713,57,1002.9,1012,9.10000000000002
NA,NA,58,NA,"Anklam","2020.09.28",0,6.8,"2020.09.28","18:48:16","07:04:04",19,"Anklam",9.8,1757,2020092813,1011.6,1010.8,2020,9,28,13,2020092813,58,1011.6,1017,5.39999999999998
NA,NA,59,NA,"Anklam","2020.09.29",0,7.1,"2020.09.29","18:45:49","07:05:52",19,"Anklam",11.7,1757,2020092913,1016.7,1015.9,2020,9,29,13,2020092913,59,1016.3,1018,1.70000000000005
NA,NA,60,NA,"Anklam","2020.09.30",0.0833333333333333,6.7,"2020.09.30","18:43:22","07:07:41",19,"Anklam",14,1757,2020093013,1016.2,1015.4,2020,9,30,13,2020093013,60,1007.1,1016.2,9.10000000000002
NA,NA,61,NA,"Anklam","2020.10.01",0,11.8,"2020.10.01","18:40:55","07:09:30",19,"Anklam",12.8,1757,2020100113,1006.3,1005.5,2020,10,1,13,2020100113,61,1003.2,1006.3,3.09999999999991
"on","10",62,6,"Anklam","2020.10.02",0,12.8,"2020.10.02","18:38:28","07:11:18",19,"Anklam",14.2,1757,2020100213,1004.1,1003.3,2020,10,2,13,2020100213,62,996.1,1004.1,8
"on","10",63,51,"Anklam","2020.10.03",0.307692307692308,13.1,"2020.10.03","18:36:02","07:13:08",19,"Anklam",16.2,1757,2020100313,995.6,994.8,2020,10,3,13,2020100313,63,992.3,996.3,4
"on","10",64,69,"Anklam","2020.10.04",0,5.9,"2020.10.04","18:33:36","07:14:57",19,"Anklam",12.2,1757,2020100413,997,996.2,2020,10,4,13,2020100413,64,997,1006,9
"on","10",65,15,"Anklam","2020.10.05",0,7.3,"2020.10.05","18:31:11","07:16:47",19,"Anklam",14.9,1757,2020100513,1002.5,1001.7,2020,10,5,13,2020100513,65,1001,1002.5,1.5
"on","10",66,15,"Anklam","2020.10.06",0,9.2,"2020.10.06","18:28:46","07:18:37",19,"Anklam",11,1757,2020100613,1000.7,999.9,2020,10,6,13,2020100613,66,999.9,1006.2,6.30000000000007
"on","10",67,36,"Anklam","2020.10.07",0.153846153846154,10.4,"2020.10.07","18:26:21","07:20:27",19,"Anklam",11.8,1757,2020100713,1006.4,1005.6,2020,10,7,13,2020100713,67,1006.4,1014.8,8.39999999999998
"on","10",68,28,"Anklam","2020.10.08",0.384615384615385,10.8,"2020.10.08","18:23:58","07:22:18",19,"Anklam",12,1757,2020100813,1012.7,1011.9,2020,10,8,13,2020100813,68,1007.9,1017.5,9.60000000000002
NA,NA,69,NA,"Anklam","2020.10.09",0,9.1,"2020.10.09","18:21:34","07:24:09",19,"Anklam",11.9,1757,2020100913,1017.2,1016.4,2020,10,9,13,2020100913,69,1012.8,1017.2,4.40000000000009
NA,NA,70,NA,"Anklam","2020.10.10",0,4.4,"2020.10.10","18:19:12","07:26:00",19,"Anklam",8,1757,2020101013,1014.9,1014.1,2020,10,10,13,2020101013,70,1014.8,1016.4,1.60000000000002
NA,NA,71,NA,"Anklam","2020.10.11",0.230769230769231,7.5,"2020.10.11","18:16:50","07:27:51",19,"Anklam",7.5,1757,2020101113,1015.6,1014.8,2020,10,11,13,2020101113,71,1015.4,1016.4,1
NA,NA,72,NA,"Anklam","2020.10.12",0,2.8,"2020.10.12","18:14:29","07:29:43",19,"Anklam",8.8,1757,2020101213,1015.5,1014.7,2020,10,12,13,2020101213,72,1015.3,1016.9,1.60000000000002
NA,NA,73,NA,"Anklam","2020.10.13",0.230769230769231,10.4,"2020.10.13","18:12:08","07:31:35",19,"Anklam",10.4,1757,2020101313,1016.5,1015.7,2020,10,13,13,2020101313,73,1012,1016.9,4.89999999999998
NA,NA,74,NA,"Anklam","2020.10.14",1,10,"2020.10.14","18:09:48","07:33:28",19,"Anklam",10.4,1757,2020101413,1012.1,1011.3,2020,10,14,13,2020101413,74,1012,1019.2,7.20000000000005
NA,NA,75,NA,"Anklam","2020.10.15",0.153846153846154,8.8,"2020.10.15","18:07:29","07:35:21",19,"Anklam",10.3,1757,2020101513,1019.1,1018.3,2020,10,15,13,2020101513,75,1019.1,1021.4,2.29999999999995
NA,NA,76,NA,"Anklam","2020.10.16",0.615384615384615,5.6,"2020.10.16","18:05:11","07:37:14",19,"Anklam",9,1757,2020101613,1020.6,1019.8,2020,10,16,13,2020101613,76,1018.5,1020.7,2.20000000000005
"on","12",77,97,"Anklam","2020.10.17",0.285714285714286,6.8,"2020.10.17","18:02:54","07:39:07",19,"Anklam",9,1757,2020101713,1018,1017.2,2020,10,17,13,2020101713,77,1011.5,1018,6.5
"on","12",78,68,"Anklam","2020.10.18",0.285714285714286,4.2,"2020.10.18","18:00:37","07:41:01",19,"Anklam",7.2,1757,2020101813,1014,1013.2,2020,10,18,13,2020101813,78,1014,1020.6,6.60000000000002
"on","12",79,83,"Anklam","2020.10.19",0,4.2,"2020.10.19","17:58:22","07:42:55",18,"Anklam",9,1757,2020101913,1020.6,1019.8,2020,10,19,13,2020101913,79,1013.8,1021.3,7.5
"on","12",80,33,"Anklam","2020.10.20",0.571428571428571,9.2,"2020.10.20","17:56:07","07:44:49",18,"Anklam",9.3,1757,2020102013,1012.6,1011.8,2020,10,20,13,2020102013,80,1007.2,1012.6,5.39999999999998
"on","12",81,8,"Anklam","2020.10.21",0.0714285714285714,11.4,"2020.10.21","17:53:54","07:46:44",18,"Anklam",11.7,1757,2020102113,1006.8,1006,2020,10,21,13,2020102113,81,1002.6,1010,7.39999999999998
"on","12",82,22,"Anklam","2020.10.22",0.142857142857143,10.6,"2020.10.22","17:51:41","07:48:39",18,"Anklam",14.5,1757,2020102213,1009.7,1008.9,2020,10,22,13,2020102213,82,1008.7,1011,2.29999999999995
NA,NA,83,NA,"Anklam","2020.10.23",0.571428571428571,7,"2020.10.23","17:49:30","07:50:34",18,"Anklam",12.3,1757,2020102313,1010.3,1009.5,2020,10,23,13,2020102313,83,1008.9,1010.6,1.70000000000005
NA,NA,84,NA,"Anklam","2020.10.24",0.142857142857143,10,"2020.10.24","17:47:20","05:52:30",18,"Anklam",12.7,1757,2020102413,1010.8,1010,2020,10,24,13,2020102413,84,1005.6,1011.2,5.60000000000002
NA,NA,85,NA,"Anklam","2020.10.25",0,8.5,"2020.10.25","15:45:11","06:54:25",16,"Anklam",14.3,1757,2020102513,1005.3,1004.5,2020,10,25,13,2020102513,85,1002.3,1005.3,3
NA,NA,86,NA,"Anklam","2020.10.26",0.428571428571429,7.4,"2020.10.26","16:43:04","06:56:21",17,"Anklam",11.1,1757,2020102613,1002.2,1001.4,2020,10,26,13,2020102613,86,1002.2,1006.6,4.39999999999998
NA,NA,87,NA,"Anklam","2020.10.27",0,7,"2020.10.27","16:40:57","06:58:17",17,"Anklam",10.5,1757,2020102713,1006.7,1005.9,2020,10,27,13,2020102713,87,1004.6,1007.2,2.60000000000002
NA,NA,88,NA,"Anklam","2020.10.28",0.642857142857143,7.2,"2020.10.28","16:38:52","07:00:13",17,"Anklam",11.1,1757,2020102813,1007.4,1006.6,2020,10,28,13,2020102813,88,1004.9,1008.7,3.80000000000007
NA,NA,89,NA,"Anklam","2020.10.29",0.142857142857143,6.1,"2020.10.29","16:36:49","07:02:10",17,"Anklam",9.5,1757,2020102913,1009.3,1008.5,2020,10,29,13,2020102913,89,1009.3,1014.5,5.20000000000005
"on","14",90,3,"Anklam","2020.10.30",0.857142857142857,10,"2020.10.30","16:34:47","07:04:06",17,"Anklam",10,1757,2020103013,1012.5,1011.7,2020,10,30,13,2020103013,90,1012.5,1021.2,8.70000000000005
"on","14",91,8,"Anklam","2020.10.31",0.2,11.7,"2020.10.31","16:32:46","07:06:03",17,"Anklam",13.5,1757,2020103113,1020.2,1019.4,2020,10,31,13,2020103113,91,1012.2,1020.2,8
"on","14",92,5,"Anklam","2020.11.01",0.266666666666667,11.8,"2020.11.01","16:30:47","07:07:59",17,"Anklam",12.8,1757,2020110113,1012,1011.2,2020,11,1,13,2020110113,92,1005.3,1012,6.70000000000005
"on","14",93,3,"Anklam","2020.11.02",0.0666666666666667,10.3,"2020.11.02","16:28:49","07:09:56",17,"Anklam",18.3,1757,2020110213,1005.4,1004.6,2020,11,2,13,2020110213,93,1005.4,1020.6,15.2
"on","14",94,44,"Anklam","2020.11.03",0,6.7,"2020.11.03","16:26:54","07:11:53",17,"Anklam",9.7,1757,2020110313,1020.9,1020.1,2020,11,3,13,2020110313,94,1020.9,1027.1,6.19999999999993
"on","14",95,23,"Anklam","2020.11.04",0,4.7,"2020.11.04","16:24:59","07:13:49",17,"Anklam",8.8,1757,2020110413,1027.3,1026.5,2020,11,4,13,2020110413,95,1027.3,1033.7,6.40000000000009
"on","14",96,7,"Anklam","2020.11.05",0,9.6,"2020.11.05","16:23:07","07:15:46",17,"Anklam",10,1757,2020110513,1031.9,1031.1,2020,11,5,13,2020110513,96,1030.4,1032.3,1.89999999999986
"off","15",97,34,"Anklam","2020.11.06",0.6,8.7,"2020.11.06","16:21:16","07:17:42",17,"Anklam",11.2,1757,2020110613,1032.1,1031.3,2020,11,6,13,2020110613,97,1027,1032.1,5.09999999999991
"off","15",98,83,"Anklam","2020.11.07",0,0.6,"2020.11.07","16:19:28","07:19:38",17,"Anklam",6.4,1757,2020110713,1026.3,1025.5,2020,11,7,13,2020110713,98,1024.4,1026.9,2.5
"off","15",99,66,"Anklam","2020.11.08",0,5.1,"2020.11.08","16:17:41","07:21:34",17,"Anklam",6.8,1757,2020110813,1026.4,1025.6,2020,11,8,13,2020110813,99,1026.4,1029.2,2.79999999999995
"off","15",100,67,"Anklam","2020.11.09",0,4.9,"2020.11.09","16:15:56","07:23:29",17,"Anklam",6.3,1757,2020110913,1028.7,1027.9,2020,11,9,13,2020110913,100,1028.7,1030.7,2
"off","15",101,141,"Anklam","2020.11.10",0.2,4.8,"2020.11.10","16:14:13","07:25:24",17,"Anklam",5.2,1757,2020111013,1030.4,1029.6,2020,11,10,13,2020111013,101,1027.3,1030.4,3.10000000000014
"off","15",102,127,"Anklam","2020.11.11",0,4.8,"2020.11.11","16:12:33","07:27:19",17,"Anklam",5.5,1757,2020111113,1026.7,1025.9,2020,11,11,13,2020111113,102,1019.4,1026.7,7.30000000000007
"off","15",103,46,"Anklam","2020.11.12",0.266666666666667,5.9,"2020.11.12","16:10:54","07:29:13",17,"Anklam",7.5,1757,2020111213,1018.8,1018,2020,11,12,13,2020111213,103,1017.9,1018.8,0.899999999999977
"on","16",104,151,"Anklam","2020.11.13",0.133333333333333,4.8,"2020.11.13","16:09:18","07:31:07",17,"Anklam",7.8,1757,2020111313,1017.6,1016.8,2020,11,13,13,2020111313,104,1016.2,1017.6,1.39999999999998
"on","16",105,69,"Anklam","2020.11.14",0,7.4,"2020.11.14","16:07:44","07:33:00",17,"Anklam",10.5,1757,2020111413,1016.8,1016,2020,11,14,13,2020111413,105,1011,1017,6
"on","16",106,103,"Anklam","2020.11.15",0.2,7,"2020.11.15","16:06:13","07:34:52",17,"Anklam",11.4,1757,2020111513,1010.8,1010,2020,11,15,13,2020111513,106,1005.3,1010.8,5.5
"on","16",107,84,"Anklam","2020.11.16",0.25,8.4,"2020.11.16","16:04:43","07:36:43",17,"Anklam",10.6,1757,2020111613,1010.5,1009.7,2020,11,16,13,2020111613,107,1010.5,1020.2,9.70000000000005
"on","16",108,55,"Anklam","2020.11.17",0.125,10.1,"2020.11.17","16:03:17","07:38:34",17,"Anklam",10.1,1757,2020111713,1019.4,1018.6,2020,11,17,13,2020111713,108,1019.3,1023.2,3.90000000000009
"on","16",109,306,"Anklam","2020.11.18",0,8.4,"2020.11.18","16:01:53","07:40:24",17,"Anklam",11.2,1757,2020111813,1021.6,1020.8,2020,11,18,13,2020111813,109,1008.2,1021.6,13.4
"on","16",110,105,"Anklam","2020.11.19",0.25,2.2,"2020.11.19","16:00:31","07:42:12",17,"Anklam",7.4,1757,2020111913,1008.5,1007.7,2020,11,19,13,2020111913,110,1008.2,1029,20.8
NA,NA,111,NA,"Anklam","2020.11.20",0.125,1.6,"2020.11.20","15:59:12","07:44:00",16,"Anklam",4.7,1757,2020112013,1029.1,1028.3,2020,11,20,13,2020112013,111,1024.7,1032.6,7.89999999999986
"off","17",112,243,"Anklam","2020.11.21",0.0625,5.1,"2020.11.21","15:57:56","07:45:46",16,"Anklam",4.8,1757,2020112113,1023.5,1022.7,2020,11,21,13,2020112113,112,1016.6,1023.5,6.89999999999998
"off","17",113,357,"Anklam","2020.11.22",0.0625,4.6,"2020.11.22","15:56:43","07:47:31",16,"Anklam",8.6,1757,2020112213,1018.2,1017.4,2020,11,22,13,2020112213,113,1018.2,1021.4,3.19999999999993
"off","17",114,215,"Anklam","2020.11.23",0,2.7,"2020.11.23","15:55:32","07:49:15",16,"Anklam",7.7,1757,2020112313,1021.7,1020.9,2020,11,23,13,2020112313,114,1021.7,1025.8,4.09999999999991
"off","17",115,191,"Anklam","2020.11.24",0,0.9,"2020.11.24","15:54:25","07:50:57",16,"Anklam",6.7,1757,2020112413,1021.3,1020.5,2020,11,24,13,2020112413,115,1018.5,1021.4,2.89999999999998
"off","17",116,271,"Anklam","2020.11.25",0,0.7,"2020.11.25","15:53:20","07:52:38",16,"Anklam",0.8,1757,2020112513,1018.5,1017.7,2020,11,25,13,2020112513,116,1016.8,1018.6,1.80000000000007
"off","17",117,301,"Anklam","2020.11.26",0,2.3,"2020.11.26","15:52:19","07:54:17",16,"Anklam",8,1757,2020112613,1016.7,1015.9,2020,11,26,13,2020112613,117,1016.7,1022.3,5.59999999999991
"on","18",118,59,"Anklam","2020.11.27",0,-0.7,"2020.11.27","15:51:20","07:55:54",16,"Anklam",3.3,1757,2020112713,1021.9,1021.1,2020,11,27,13,2020112713,118,1021.9,1026.1,4.19999999999993
"on","18",119,38,"Anklam","2020.11.28",0.1875,2.3,"2020.11.28","15:50:25","07:57:30",16,"Anklam",5,1757,2020112813,1025.9,1025.1,2020,11,28,13,2020112813,119,1025.9,1027.7,1.79999999999995
"on","18",120,40,"Anklam","2020.11.29",0,0,"2020.11.29","15:49:33","07:59:03",16,"Anklam",3.7,1757,2020112913,1026.4,1025.6,2020,11,29,13,2020112913,120,1022.5,1026.5,4
"on","18",121,53,"Anklam","2020.11.30",0.0625,-0.2,"2020.11.30","15:48:45","08:00:35",16,"Anklam",1.7,1757,2020113013,1021.9,1021.1,2020,11,30,13,2020113013,121,1013.3,1021.9,8.60000000000002
"on","18",122,74,"Anklam","2020.12.01",0,1.6,"2020.12.01","15:47:59","08:02:04",16,"Anklam",2.8,1757,2020120113,1017.8,1017,2020,12,1,13,2020120113,122,1017.8,1024.2,6.40000000000009
"on","18",123,89,"Anklam","2020.12.02",0,-1.7,"2020.12.02","15:47:17","08:03:31",16,"Anklam",1.5,1757,2020120213,1019.3,1018.5,2020,12,2,13,2020120213,123,1005.5,1019.3,13.8
"on","18",124,86,"Anklam","2020.12.03",0,-2.7,"2020.12.03","15:46:39","08:04:56",16,"Anklam",-0.5,1757,2020120313,1004.8,1004,2020,12,3,13,2020120313,124,995.3,1004.8,9.5
