"Flash","Week","pseudoday","passes","Site","pseudodate","precProp","minTemp","date","sunset","sunrise","sunsethour","site","sunset_temp","station","date_time","pressure","pressure0","year","month","day","hour","dateID","TimeofYear","minPress","maxPress","diffPress"
"off","10",68,28,"Peenemuende","2020.10.08",0.538461538461538,9.5,"2020.10.08","18:23:08","07:22:10",19,"Peenemuende",11.7,1757,2020100813,1012.7,1011.9,2020,10,8,13,2020100813,68,1007.9,1017.5,9.60000000000002
"on","11",69,82,"Peenemuende","2020.10.09",0,8.4,"2020.10.09","18:20:44","07:24:02",19,"Peenemuende",9.9,1757,2020100913,1017.2,1016.4,2020,10,9,13,2020100913,69,1012.8,1017.2,4.40000000000009
"on","11",70,72,"Peenemuende","2020.10.10",0,3.7,"2020.10.10","18:18:20","07:25:55",19,"Peenemuende",8.6,1757,2020101013,1014.9,1014.1,2020,10,10,13,2020101013,70,1014.8,1016.4,1.60000000000002
"on","11",71,81,"Peenemuende","2020.10.11",0,5.3,"2020.10.11","18:15:56","07:27:48",19,"Peenemuende",5.8,1757,2020101113,1015.6,1014.8,2020,10,11,13,2020101113,71,1015.4,1016.4,1
"on","11",72,96,"Peenemuende","2020.10.12",0,-0.6,"2020.10.12","18:13:34","07:29:41",19,"Peenemuende",7.5,1757,2020101213,1015.5,1014.7,2020,10,12,13,2020101213,72,1015.3,1016.9,1.60000000000002
"on","11",73,26,"Peenemuende","2020.10.13",0.230769230769231,11.9,"2020.10.13","18:11:12","07:31:35",19,"Peenemuende",11.9,1757,2020101313,1016.5,1015.7,2020,10,13,13,2020101313,73,1012,1016.9,4.89999999999998
"on","11",74,3,"Peenemuende","2020.10.14",0.846153846153846,10.7,"2020.10.14","18:08:50","07:33:29",19,"Peenemuende",11,1757,2020101413,1012.1,1011.3,2020,10,14,13,2020101413,74,1012,1019.2,7.20000000000005
"on","11",75,37,"Peenemuende","2020.10.15",0,10.9,"2020.10.15","18:06:30","07:35:23",19,"Peenemuende",11.3,1757,2020101513,1019.1,1018.3,2020,10,15,13,2020101513,75,1019.1,1021.4,2.29999999999995
"off","12",76,59,"Peenemuende","2020.10.16",0.230769230769231,5,"2020.10.16","18:04:10","07:37:18",19,"Peenemuende",11.1,1757,2020101613,1020.6,1019.8,2020,10,16,13,2020101613,76,1018.5,1020.7,2.20000000000005
"off","12",77,112,"Peenemuende","2020.10.17",0.285714285714286,6.2,"2020.10.17","18:01:52","07:39:13",19,"Peenemuende",8.1,1757,2020101713,1018,1017.2,2020,10,17,13,2020101713,77,1011.5,1018,6.5
"off","12",78,104,"Peenemuende","2020.10.18",0,2,"2020.10.18","17:59:34","07:41:08",18,"Peenemuende",5.1,1757,2020101813,1014,1013.2,2020,10,18,13,2020101813,78,1014,1020.6,6.60000000000002
"off","12",79,119,"Peenemuende","2020.10.19",0,3.1,"2020.10.19","17:57:17","07:43:03",18,"Peenemuende",6.5,1757,2020101913,1020.6,1019.8,2020,10,19,13,2020101913,79,1013.8,1021.3,7.5
"off","12",80,60,"Peenemuende","2020.10.20",0.642857142857143,8.9,"2020.10.20","17:55:01","07:44:59",18,"Peenemuende",9.3,1757,2020102013,1012.6,1011.8,2020,10,20,13,2020102013,80,1007.2,1012.6,5.39999999999998
"off","12",81,75,"Peenemuende","2020.10.21",0.0714285714285714,11,"2020.10.21","17:52:46","07:46:55",18,"Peenemuende",11.3,1757,2020102113,1006.8,1006,2020,10,21,13,2020102113,81,1002.6,1010,7.39999999999998
"off","12",82,73,"Peenemuende","2020.10.22",0.142857142857143,9.7,"2020.10.22","17:50:32","07:48:52",18,"Peenemuende",14,1757,2020102213,1009.7,1008.9,2020,10,22,13,2020102213,82,1008.7,1011,2.29999999999995
"on","13",83,95,"Peenemuende","2020.10.23",0.142857142857143,4.8,"2020.10.23","17:48:19","07:50:48",18,"Peenemuende",11.4,1757,2020102313,1010.3,1009.5,2020,10,23,13,2020102313,83,1008.9,1010.6,1.70000000000005
"on","13",84,58,"Peenemuende","2020.10.24",0,10.2,"2020.10.24","17:46:08","05:52:45",18,"Peenemuende",12.8,1757,2020102413,1010.8,1010,2020,10,24,13,2020102413,84,1005.6,1011.2,5.60000000000002
"on","13",85,73,"Peenemuende","2020.10.25",0,7.1,"2020.10.25","15:43:57","06:54:42",16,"Peenemuende",13.9,1757,2020102513,1005.3,1004.5,2020,10,25,13,2020102513,85,1002.3,1005.3,3
"on","13",86,73,"Peenemuende","2020.10.26",0.5,7,"2020.10.26","16:41:48","06:56:40",17,"Peenemuende",10.6,1757,2020102613,1002.2,1001.4,2020,10,26,13,2020102613,86,1002.2,1006.6,4.39999999999998
"on","13",87,63,"Peenemuende","2020.10.27",0,7.3,"2020.10.27","16:39:41","06:58:37",17,"Peenemuende",9.4,1757,2020102713,1006.7,1005.9,2020,10,27,13,2020102713,87,1004.6,1007.2,2.60000000000002
"on","13",88,33,"Peenemuende","2020.10.28",0.5,7.6,"2020.10.28","16:37:34","07:00:35",17,"Peenemuende",10.4,1757,2020102813,1007.4,1006.6,2020,10,28,13,2020102813,88,1004.9,1008.7,3.80000000000007
"on","13",89,23,"Peenemuende","2020.10.29",0.214285714285714,5.8,"2020.10.29","16:35:29","07:02:33",17,"Peenemuende",9.6,1757,2020102913,1009.3,1008.5,2020,10,29,13,2020102913,89,1009.3,1014.5,5.20000000000005
"off","14",90,23,"Peenemuende","2020.10.30",0.928571428571429,9.5,"2020.10.30","16:33:25","07:04:31",17,"Peenemuende",9.5,1757,2020103013,1012.5,1011.7,2020,10,30,13,2020103013,90,1012.5,1021.2,8.70000000000005
"off","14",91,27,"Peenemuende","2020.10.31",0.133333333333333,11.5,"2020.10.31","16:31:23","07:06:29",17,"Peenemuende",12.3,1757,2020103113,1020.2,1019.4,2020,10,31,13,2020103113,91,1012.2,1020.2,8
"off","14",92,27,"Peenemuende","2020.11.01",0.333333333333333,11.9,"2020.11.01","16:29:23","07:08:27",17,"Peenemuende",12.7,1757,2020110113,1012,1011.2,2020,11,1,13,2020110113,92,1005.3,1012,6.70000000000005
"off","14",93,31,"Peenemuende","2020.11.02",0.266666666666667,9.4,"2020.11.02","16:27:24","07:10:25",17,"Peenemuende",17.6,1757,2020110213,1005.4,1004.6,2020,11,2,13,2020110213,93,1005.4,1020.6,15.2
"off","14",94,47,"Peenemuende","2020.11.03",0,6.4,"2020.11.03","16:25:26","07:12:23",17,"Peenemuende",10.1,1757,2020110313,1020.9,1020.1,2020,11,3,13,2020110313,94,1020.9,1027.1,6.19999999999993
"off","14",95,39,"Peenemuende","2020.11.04",0,5.2,"2020.11.04","16:23:31","07:14:21",17,"Peenemuende",8,1757,2020110413,1027.3,1026.5,2020,11,4,13,2020110413,95,1027.3,1033.7,6.40000000000009
"off","14",96,31,"Peenemuende","2020.11.05",0,10,"2020.11.05","16:21:37","07:16:19",17,"Peenemuende",10.2,1757,2020110513,1031.9,1031.1,2020,11,5,13,2020110513,96,1030.4,1032.3,1.89999999999986
NA,NA,97,NA,"Peenemuende","2020.11.06",0.466666666666667,9.6,"2020.11.06","16:19:45","07:18:17",17,"Peenemuende",11,1757,2020110613,1032.1,1031.3,2020,11,6,13,2020110613,97,1027,1032.1,5.09999999999991
NA,NA,98,NA,"Peenemuende","2020.11.07",0,0,"2020.11.07","16:17:55","07:20:14",17,"Peenemuende",6.8,1757,2020110713,1026.3,1025.5,2020,11,7,13,2020110713,98,1024.4,1026.9,2.5
NA,NA,99,NA,"Peenemuende","2020.11.08",0,6,"2020.11.08","16:16:07","07:22:12",17,"Peenemuende",8.3,1757,2020110813,1026.4,1025.6,2020,11,8,13,2020110813,99,1026.4,1029.2,2.79999999999995
NA,NA,100,NA,"Peenemuende","2020.11.09",0,5.5,"2020.11.09","16:14:20","07:24:08",17,"Peenemuende",6.7,1757,2020110913,1028.7,1027.9,2020,11,9,13,2020110913,100,1028.7,1030.7,2
NA,NA,101,NA,"Peenemuende","2020.11.10",0,4.8,"2020.11.10","16:12:36","07:26:05",17,"Peenemuende",5.6,1757,2020111013,1030.4,1029.6,2020,11,10,13,2020111013,101,1027.3,1030.4,3.10000000000014
NA,NA,102,NA,"Peenemuende","2020.11.11",0,5.2,"2020.11.11","16:10:54","07:28:01",17,"Peenemuende",5.5,1757,2020111113,1026.7,1025.9,2020,11,11,13,2020111113,102,1019.4,1026.7,7.30000000000007
NA,NA,103,NA,"Peenemuende","2020.11.12",0,5.6,"2020.11.12","16:09:14","07:29:57",17,"Peenemuende",7.9,1757,2020111213,1018.8,1018,2020,11,12,13,2020111213,103,1017.9,1018.8,0.899999999999977
"off","16",104,76,"Peenemuende","2020.11.13",0,3.3,"2020.11.13","16:07:37","07:31:52",17,"Peenemuende",7,1757,2020111313,1017.6,1016.8,2020,11,13,13,2020111313,104,1016.2,1017.6,1.39999999999998
"off","16",105,77,"Peenemuende","2020.11.14",0,7.8,"2020.11.14","16:06:01","07:33:46",17,"Peenemuende",9.3,1757,2020111413,1016.8,1016,2020,11,14,13,2020111413,105,1011,1017,6
"off","16",106,79,"Peenemuende","2020.11.15",0.2,6.8,"2020.11.15","16:04:28","07:35:40",17,"Peenemuende",10.8,1757,2020111513,1010.8,1010,2020,11,15,13,2020111513,106,1005.3,1010.8,5.5
"off","16",107,68,"Peenemuende","2020.11.16",0.133333333333333,8.3,"2020.11.16","16:02:58","07:37:33",17,"Peenemuende",9.4,1757,2020111613,1010.5,1009.7,2020,11,16,13,2020111613,107,1010.5,1020.2,9.70000000000005
"off","16",108,67,"Peenemuende","2020.11.17",0.0625,10.1,"2020.11.17","16:01:30","07:39:25",17,"Peenemuende",10.1,1757,2020111713,1019.4,1018.6,2020,11,17,13,2020111713,108,1019.3,1023.2,3.90000000000009
"off","16",109,46,"Peenemuende","2020.11.18",0,8.6,"2020.11.18","16:00:04","07:41:16",17,"Peenemuende",11.3,1757,2020111813,1021.6,1020.8,2020,11,18,13,2020111813,109,1008.2,1021.6,13.4
"off","16",110,63,"Peenemuende","2020.11.19",0,2.3,"2020.11.19","15:58:41","07:43:06",16,"Peenemuende",9.3,1757,2020111913,1008.5,1007.7,2020,11,19,13,2020111913,110,1008.2,1029,20.8
"on","17",111,51,"Peenemuende","2020.11.20",0,-0.2,"2020.11.20","15:57:21","07:44:55",16,"Peenemuende",4.2,1757,2020112013,1029.1,1028.3,2020,11,20,13,2020112013,111,1024.7,1032.6,7.89999999999986
"on","17",112,48,"Peenemuende","2020.11.21",0.125,4.8,"2020.11.21","15:56:04","07:46:42",16,"Peenemuende",4.8,1757,2020112113,1023.5,1022.7,2020,11,21,13,2020112113,112,1016.6,1023.5,6.89999999999998
"on","17",113,52,"Peenemuende","2020.11.22",0,4.8,"2020.11.22","15:54:49","07:48:29",16,"Peenemuende",8.3,1757,2020112213,1018.2,1017.4,2020,11,22,13,2020112213,113,1018.2,1021.4,3.19999999999993
"on","17",114,67,"Peenemuende","2020.11.23",0,3.4,"2020.11.23","15:53:37","07:50:14",16,"Peenemuende",7.4,1757,2020112313,1021.7,1020.9,2020,11,23,13,2020112313,114,1021.7,1025.8,4.09999999999991
"on","17",115,56,"Peenemuende","2020.11.24",0,0.7,"2020.11.24","15:52:29","07:51:57",16,"Peenemuende",7,1757,2020112413,1021.3,1020.5,2020,11,24,13,2020112413,115,1018.5,1021.4,2.89999999999998
"on","17",116,9,"Peenemuende","2020.11.25",0,0.7,"2020.11.25","15:51:23","07:53:39",16,"Peenemuende",1.1,1757,2020112513,1018.5,1017.7,2020,11,25,13,2020112513,116,1016.8,1018.6,1.80000000000007
"on","17",117,52,"Peenemuende","2020.11.26",0,1.9,"2020.11.26","15:50:20","07:55:19",16,"Peenemuende",7.7,1757,2020112613,1016.7,1015.9,2020,11,26,13,2020112613,117,1016.7,1022.3,5.59999999999991
"off","18",118,10,"Peenemuende","2020.11.27",0,-3.1,"2020.11.27","15:49:20","07:56:58",16,"Peenemuende",3,1757,2020112713,1021.9,1021.1,2020,11,27,13,2020112713,118,1021.9,1026.1,4.19999999999993
"off","18",119,42,"Peenemuende","2020.11.28",0.4375,2.4,"2020.11.28","15:48:24","07:58:34",16,"Peenemuende",5.1,1757,2020112813,1025.9,1025.1,2020,11,28,13,2020112813,119,1025.9,1027.7,1.79999999999995
"off","18",120,32,"Peenemuende","2020.11.29",0,-0.1,"2020.11.29","15:47:31","08:00:09",16,"Peenemuende",3.4,1757,2020112913,1026.4,1025.6,2020,11,29,13,2020112913,120,1022.5,1026.5,4
"off","18",121,17,"Peenemuende","2020.11.30",0,0.3,"2020.11.30","15:46:41","08:01:41",16,"Peenemuende",1.8,1757,2020113013,1021.9,1021.1,2020,11,30,13,2020113013,121,1013.3,1021.9,8.60000000000002
"off","18",122,36,"Peenemuende","2020.12.01",0,1.9,"2020.12.01","15:45:55","08:03:12",16,"Peenemuende",2.6,1757,2020120113,1017.8,1017,2020,12,1,13,2020120113,122,1017.8,1024.2,6.40000000000009
"off","18",123,30,"Peenemuende","2020.12.02",0,-1.4,"2020.12.02","15:45:12","08:04:40",16,"Peenemuende",1.6,1757,2020120213,1019.3,1018.5,2020,12,2,13,2020120213,123,1005.5,1019.3,13.8
"off","18",124,12,"Peenemuende","2020.12.03",0,-2,"2020.12.03","15:44:33","08:06:05",16,"Peenemuende",-0.4,1757,2020120313,1004.8,1004,2020,12,3,13,2020120313,124,995.3,1004.8,9.5
